,title,rental_duration,rental_rate,length,replacement_cost,rating,category,amount,active,rental_month,rental_day,rental_hour,return_month,return_day,return_hour,rental_duration_days,customer_name
236,Willow Tracy,6,2.99,137,22.99,R,Family,5.99,1,6,20,12,6,29,9,8,Danny Isom
237,Anaconda Confessions,3,0.99,92,9.99,R,Animation,0.99,1,6,15,14,6,16,15,1,Bryan Hardison
238,Mockingbird Hollywood,4,0.99,60,27.99,PG,Action,3.99,1,6,17,5,6,24,1,6,Bryan Hardison
239,Cincinatti Whisperer,5,4.99,143,26.99,NC-17,Sci-Fi,6.99,1,6,17,6,6,24,4,6,Bryan Hardison
240,Speed Suit,7,4.99,124,19.99,PG-13,Travel,4.99,1,6,15,1,6,21,1,5,Luis Yanez
241,Holes Brannigan,7,4.99,128,27.99,PG,Sports,4.99,1,6,18,22,6,19,23,1,Luis Yanez
242,Saints Bride,5,2.99,125,11.99,G,Drama,2.99,1,6,20,3,6,23,4,3,Luis Yanez
243,Innocent Usual,3,4.99,178,26.99,PG-13,Foreign,4.99,1,6,15,3,6,18,3,2,Mike Way
244,Innocent Usual,3,4.99,178,26.99,PG-13,Foreign,8.99,1,6,15,5,6,22,10,7,Mike Way
245,Expendable Stallion,3,0.99,97,14.99,PG,Documentary,3.99,1,6,18,21,6,24,2,5,Mike Way
246,Boogie Amelie,6,4.99,121,11.99,R,Music,4.99,1,6,20,4,6,23,1,2,Mike Way
247,Camelot Vacation,3,0.99,61,26.99,NC-17,Sci-Fi,6.99,1,6,20,12,6,29,10,8,Mike Way
248,Working Microcosmos,4,4.99,74,22.99,R,Travel,5.99,1,6,21,11,6,26,17,5,Mike Way
249,Tights Dawn,5,0.99,172,14.99,R,Sports,2.99,1,6,15,22,6,22,18,6,Stanley Scroggins
250,Bird Independence,6,4.99,163,14.99,G,Travel,4.99,1,6,16,23,6,21,23,4,Stanley Scroggins
251,Igby Maker,7,4.99,160,12.99,NC-17,Travel,4.99,1,6,19,14,6,26,8,6,Stanley Scroggins
252,Operation Operation,7,2.99,156,23.99,G,Comedy,2.99,1,6,20,6,6,24,0,3,Stanley Scroggins
253,State Wasteland,4,2.99,113,13.99,NC-17,Games,4.99,1,6,15,10,6,21,15,6,Leonard Schofield
254,Notorious Reunion,7,0.99,128,9.99,NC-17,Documentary,0.99,1,6,17,3,6,22,9,5,Leonard Schofield
255,Secret Groundhog,6,4.99,90,11.99,PG,Documentary,5.99,1,6,17,8,6,24,9,7,Leonard Schofield
256,Slipper Fidelity,5,0.99,156,14.99,PG-13,Sports,3.99,1,6,19,10,6,27,11,8,Leonard Schofield
257,Others Soup,7,2.99,118,18.99,PG,Travel,4.99,1,6,21,2,6,30,3,9,Leonard Schofield
258,High Encino,3,2.99,84,23.99,R,Horror,5.99,1,6,21,3,6,27,2,5,Leonard Schofield
259,Forrester Comancheros,7,4.99,112,22.99,NC-17,Animation,4.99,0,6,17,19,6,24,0,6,Nathan Runyon
260,High Encino,3,2.99,84,23.99,R,Horror,3.99,0,6,17,22,6,21,19,3,Nathan Runyon
261,Dalmations Sweden,4,0.99,106,25.99,PG,Drama,2.99,0,6,18,4,6,24,22,6,Nathan Runyon
262,Coast Rainbow,4,0.99,55,20.99,PG,Documentary,0.99,0,6,18,10,6,21,15,3,Nathan Runyon
263,Alter Victory,6,0.99,57,27.99,PG-13,Animation,0.99,0,6,19,5,6,20,9,1,Nathan Runyon
264,Pulp Beverly,4,2.99,89,12.99,G,Horror,7.99,0,6,20,23,6,29,2,8,Nathan Runyon
265,Godfather Diary,3,2.99,73,14.99,NC-17,New,4.99,0,6,21,7,6,26,11,5,Nathan Runyon
266,Flatliners Killer,5,2.99,100,29.99,G,Sports,2.99,1,6,16,13,6,21,15,5,Dale Ratcliff
267,Kane Exorcist,5,0.99,92,18.99,R,Foreign,0.99,1,6,19,5,6,20,5,0,Dale Ratcliff
268,Ghost Groundhog,6,4.99,85,18.99,G,Children,4.99,1,6,18,21,6,22,16,3,Manuel Murrell
269,Sweethearts Suspects,3,0.99,108,13.99,G,Children,2.99,1,6,19,3,6,24,3,4,Manuel Murrell
270,Comforts Rush,3,2.99,76,19.99,NC-17,Travel,2.99,1,6,19,15,6,22,12,2,Manuel Murrell
271,Kick Savannah,3,0.99,179,10.99,PG-13,Travel,5.99,1,6,15,3,6,23,2,7,Rodney Moeller
272,Memento Zoolander,4,4.99,77,11.99,NC-17,Comedy,8.99,1,6,18,8,6,26,5,7,Rodney Moeller
273,Others Soup,7,2.99,118,18.99,PG,Travel,2.99,1,6,15,22,6,19,20,3,Curtis Irby
274,Sea Virgin,4,2.99,80,24.99,PG,Drama,2.99,1,6,17,16,6,19,11,1,Curtis Irby
275,African Egg,6,2.99,130,22.99,G,Family,4.99,1,6,18,5,6,26,9,8,Curtis Irby
276,Pulp Beverly,4,2.99,89,12.99,G,Horror,5.99,1,6,18,16,6,25,20,7,Curtis Irby
277,Gandhi Kwai,7,0.99,86,9.99,PG-13,Family,0.99,1,6,20,7,6,27,11,7,Curtis Irby
278,Clash Freddy,6,2.99,81,12.99,G,Animation,4.99,1,6,21,3,6,29,4,8,Curtis Irby
279,Alter Victory,6,0.99,57,27.99,PG-13,Animation,0.99,1,6,17,10,6,22,11,5,Norman Currier
280,Cowboy Doom,3,2.99,146,10.99,PG,Foreign,2.99,1,6,17,11,6,19,14,2,Norman Currier
281,Polish Brooklyn,6,0.99,61,12.99,PG,Children,0.99,1,6,19,14,6,22,19,3,Norman Currier
282,Remember Diary,5,2.99,110,15.99,R,Family,2.99,1,6,21,6,6,23,7,2,Allen Butterfield
283,Family Sweet,4,0.99,155,24.99,R,Horror,5.99,1,6,17,21,6,26,0,8,Marvin Yee
284,Rage Games,4,4.99,120,18.99,R,Family,4.99,1,6,19,2,6,20,3,1,Marvin Yee
285,Vampire Whale,4,4.99,126,11.99,NC-17,New,4.99,1,6,18,4,6,22,9,4,Vincent Ralston
286,West Lion,4,4.99,159,29.99,G,Drama,9.99,1,6,19,3,6,28,7,9,Vincent Ralston
287,Doubtfire Labyrinth,5,4.99,154,16.99,R,Foreign,5.99,1,6,21,8,6,27,14,6,Vincent Ralston
288,Seabiscuit Punk,6,2.99,112,28.99,NC-17,Sports,4.99,1,6,17,2,6,25,4,8,Glenn Pullen
289,Driver Annie,4,2.99,159,11.99,PG-13,Sports,2.99,1,6,21,1,6,23,4,2,Glenn Pullen
290,Giant Troopers,5,2.99,102,10.99,R,Children,2.99,1,6,14,22,6,18,21,3,Jeffery Pinson
291,Life Twisted,4,2.99,137,9.99,NC-17,Comedy,4.99,1,6,15,12,6,21,16,6,Jeffery Pinson
292,Taxi Kick,4,0.99,64,23.99,PG-13,Music,0.99,1,6,16,2,6,19,7,3,Jeffery Pinson
293,Married Go,7,2.99,114,22.99,G,Sci-Fi,2.99,1,6,16,5,6,21,4,4,Jeffery Pinson
294,Groove Fiction,6,0.99,111,13.99,NC-17,Sports,0.99,1,6,16,18,6,18,16,1,Jeffery Pinson
295,Wait Cider,3,0.99,112,9.99,PG-13,Animation,3.99,1,6,17,6,6,23,5,5,Travis Estep
296,Metal Armageddon,6,2.99,161,26.99,PG-13,Documentary,2.99,1,6,19,20,6,22,22,3,Jeff East
297,Menagerie Rushmore,7,2.99,147,18.99,G,Animation,2.99,1,6,20,5,6,25,4,4,Jeff East
298,Greek Everyone,7,2.99,176,11.99,PG,Foreign,2.99,1,6,20,7,6,22,6,1,Jeff East
299,Club Graffiti,4,0.99,65,12.99,PG-13,Animation,2.99,1,6,19,18,6,25,19,6,Chad Carbone
300,Drumline Cyclone,3,0.99,110,14.99,G,Travel,3.99,1,6,19,11,6,25,9,5,Jacob Lance
301,Straight Hours,3,0.99,151,19.99,R,Sports,0.99,1,6,19,13,6,20,7,0,Jacob Lance
302,Packer Madigan,3,0.99,84,20.99,PG-13,Animation,0.99,1,6,19,15,6,21,15,2,Jacob Lance
303,Lies Treatment,7,4.99,147,28.99,NC-17,Drama,4.99,1,6,16,12,6,19,16,3,Lee Hawks
304,Married Go,7,2.99,114,22.99,G,Sci-Fi,2.99,1,6,18,16,6,24,15,5,Lee Hawks
305,Escape Metropolis,7,2.99,167,20.99,R,Travel,4.99,1,6,20,22,6,29,0,8,Lee Hawks
306,Grapes Fury,4,0.99,155,20.99,G,Foreign,0.99,1,6,17,0,6,18,23,1,Melvin Ellington
307,Town Ark,6,2.99,136,17.99,R,Foreign,4.99,1,6,17,4,6,25,9,8,Melvin Ellington
308,Fantasia Park,5,2.99,131,29.99,G,Games,2.99,1,6,19,16,6,24,19,5,Melvin Ellington
309,Rock Instinct,4,0.99,102,28.99,G,Horror,5.99,1,6,19,18,6,28,21,9,Melvin Ellington
310,Shootist Superfly,6,0.99,67,22.99,PG-13,Drama,3.99,1,6,15,22,6,24,1,8,Alfred Casillas
311,Splendor Patton,5,0.99,134,20.99,R,Children,0.99,1,6,16,21,6,19,21,2,Alfred Casillas
312,Bucket Brotherhood,7,4.99,133,27.99,PG,Travel,6.99,1,6,19,6,6,28,3,8,Alfred Casillas
313,Secretary Rouge,5,4.99,158,10.99,PG,Sports,6.99,1,6,19,17,6,26,14,6,Alfred Casillas
314,Torque Bound,3,4.99,179,27.99,G,Drama,8.99,1,6,20,14,6,27,18,7,Alfred Casillas
315,Queen Luke,5,4.99,163,22.99,PG,Drama,4.99,1,6,20,12,6,25,7,4,Kyle Spurlock
316,Harry Idaho,5,4.99,121,18.99,PG-13,Drama,6.99,1,6,20,21,6,27,20,6,Kyle Spurlock
317,Hours Rage,4,0.99,122,14.99,NC-17,New,0.99,1,6,21,15,6,24,20,3,Kyle Spurlock
318,Heavyweights Beast,6,4.99,102,25.99,G,Documentary,6.99,1,6,21,5,6,29,3,7,Francis Sikes
319,Scalawag Duck,6,4.99,183,13.99,NC-17,Music,6.99,1,6,16,14,6,24,16,8,Bradley Motley
320,Flatliners Killer,5,2.99,100,29.99,G,Sports,7.99,1,6,16,23,6,26,5,9,Bradley Motley
321,Dream Pickup,6,2.99,135,18.99,PG,Action,2.99,1,6,18,2,6,24,0,5,Bradley Motley
322,Alter Victory,6,0.99,57,27.99,PG-13,Animation,0.99,1,6,19,19,6,25,1,5,Bradley Motley
323,Mars Roman,6,0.99,62,21.99,NC-17,Games,0.99,1,6,21,3,6,25,21,4,Bradley Motley
324,Werewolf Lola,6,4.99,79,19.99,G,Action,5.99,1,6,15,12,6,22,11,6,Jesus Mccartney
325,Crooked Frogmen,6,0.99,143,27.99,PG-13,Children,3.99,1,6,16,7,6,25,11,9,Jesus Mccartney
326,Brotherhood Blanket,3,0.99,73,26.99,R,Documentary,5.99,1,6,16,9,6,24,6,7,Jesus Mccartney
327,United Pilot,3,0.99,164,27.99,R,Documentary,1.99,1,6,17,1,6,21,4,4,Jesus Mccartney
328,Factory Dragon,4,0.99,144,9.99,PG-13,Travel,0.99,1,6,18,20,6,20,1,1,Jesus Mccartney
329,Chicken Hellfighters,3,0.99,122,24.99,PG,Documentary,3.99,1,6,15,3,6,21,23,6,Herbert Kruger
330,Carrie Bunch,7,0.99,114,11.99,PG,Horror,2.99,1,6,15,20,6,24,18,8,Herbert Kruger
331,Pizza Jumanji,4,2.99,173,11.99,NC-17,Games,3.99,1,6,16,6,6,21,8,5,Herbert Kruger
332,Wardrobe Phantom,6,2.99,178,19.99,G,Drama,2.99,1,6,19,12,6,21,6,1,Herbert Kruger
333,Harper Dying,3,0.99,52,15.99,G,Animation,0.99,1,6,21,13,6,22,18,1,Herbert Kruger
334,Newton Labyrinth,4,0.99,75,9.99,PG,Foreign,5.99,1,6,16,19,6,25,17,8,Frederick Isbell
335,Gleaming Jawbreaker,5,2.99,89,25.99,NC-17,Sports,2.99,1,6,16,20,6,20,22,4,Frederick Isbell
336,Werewolf Lola,6,4.99,79,19.99,G,Action,7.99,1,6,17,5,6,26,5,9,Frederick Isbell
337,Rollercoaster Bringing,5,2.99,153,13.99,PG-13,Horror,2.99,1,6,21,16,6,22,14,0,Frederick Isbell
338,Jungle Closer,6,0.99,134,11.99,NC-17,New,0.99,1,6,15,2,6,19,8,4,Ray Houle
339,Murder Antitrust,6,2.99,166,11.99,PG,Children,2.99,1,6,15,7,6,20,10,5,Ray Houle
340,Clash Freddy,6,2.99,81,12.99,G,Animation,2.99,1,6,16,1,6,18,19,2,Ray Houle
341,Fellowship Autumn,6,4.99,77,9.99,NC-17,Travel,6.99,1,6,16,17,6,24,19,8,Ray Houle
342,Papi Necklace,3,0.99,128,9.99,PG,Travel,0.99,1,6,20,2,6,21,2,1,Ray Houle
343,Chill Luck,6,0.99,142,17.99,PG,Drama,0.99,1,6,20,20,6,23,16,2,Ray Houle
344,Juggler Hardly,4,0.99,54,14.99,PG-13,Animation,2.99,1,6,16,2,6,22,5,6,Joel Francisco
345,Dogma Family,5,4.99,122,16.99,G,Animation,4.99,1,6,17,18,6,21,17,3,Joel Francisco
346,Pilot Hoosiers,6,2.99,50,17.99,PG,Family,3.99,1,6,18,6,6,25,4,6,Joel Francisco
347,Truman Crazy,7,4.99,92,9.99,G,Action,4.99,1,6,18,6,6,20,10,2,Joel Francisco
348,Insider Arizona,5,2.99,78,17.99,NC-17,Music,2.99,1,6,19,17,6,20,20,1,Joel Francisco
349,Interview Liaisons,4,4.99,59,17.99,R,New,6.99,1,6,21,7,6,27,8,6,Joel Francisco
350,Betrayed Rear,5,4.99,122,26.99,NC-17,Children,8.99,1,6,21,13,6,30,13,9,Joel Francisco
351,Pluto Oleander,5,4.99,84,9.99,R,New,5.99,1,6,15,0,6,21,22,6,Edwin Burk
352,Clueless Bucket,4,2.99,95,13.99,R,Action,2.99,1,6,16,5,6,18,4,1,Edwin Burk
353,Hanover Galaxy,5,4.99,47,21.99,NC-17,Music,4.99,1,6,20,23,6,24,19,3,Edwin Burk
354,Hobbit Alien,5,0.99,157,27.99,PG-13,Drama,0.99,1,6,15,3,6,19,2,3,Eddie Tomlin
355,Seattle Expecations,4,4.99,110,18.99,PG-13,Drama,5.99,1,6,16,4,6,21,22,5,Eddie Tomlin
356,Pittsburgh Hunchback,4,4.99,134,17.99,PG-13,Family,7.99,1,6,18,17,6,25,13,6,Eddie Tomlin
357,Horn Working,4,2.99,95,23.99,PG,Animation,3.99,1,6,18,17,6,23,19,5,Eddie Tomlin
358,Everyone Craft,4,0.99,163,29.99,PG,Foreign,3.99,1,6,18,22,6,25,17,6,Eddie Tomlin
359,Island Exorcist,7,2.99,84,23.99,NC-17,Classics,2.99,1,6,20,10,6,23,6,2,Eddie Tomlin
360,Hurricane Affair,6,2.99,49,11.99,PG,Comedy,2.99,1,6,20,12,6,21,8,0,Eddie Tomlin
361,Madness Attacks,4,0.99,178,14.99,PG-13,Foreign,0.99,1,6,15,18,6,18,14,2,Ricky Shelby
362,Handicap Boondock,4,0.99,108,28.99,R,Action,0.99,1,6,20,8,6,22,3,1,Ricky Shelby
363,Suit Walls,3,4.99,111,12.99,R,Games,9.99,1,6,18,7,6,26,4,7,Troy Quigley
364,Wedding Apollo,3,0.99,70,14.99,PG,Documentary,5.99,1,6,18,4,6,26,0,7,Randall Neumann
365,Perfect Groove,7,2.99,82,17.99,PG-13,Comedy,2.99,1,6,19,18,6,23,17,3,Randall Neumann
366,Side Ark,5,0.99,52,28.99,G,Action,2.99,1,6,21,4,6,28,3,6,Randall Neumann
367,Pulp Beverly,4,2.99,89,12.99,G,Horror,4.99,1,6,15,18,6,21,17,5,Barry Lovelace
368,Disciple Mother,3,0.99,141,17.99,PG,Travel,0.99,1,6,16,18,6,17,20,1,Barry Lovelace
369,Silence Kane,7,0.99,67,23.99,R,Music,0.99,1,6,18,2,6,24,23,6,Barry Lovelace
370,Witches Panic,6,4.99,100,10.99,NC-17,Drama,4.99,1,6,19,5,6,25,23,6,Barry Lovelace
371,Titans Jerk,4,4.99,91,11.99,PG,Sci-Fi,4.99,1,6,21,8,6,24,11,3,Barry Lovelace
372,Caper Motions,6,0.99,176,22.99,G,Comedy,0.99,1,6,21,13,6,23,11,1,Barry Lovelace
373,Trap Guys,3,4.99,110,11.99,G,Foreign,4.99,1,6,15,6,6,18,8,3,Alexander Fennell
374,Midnight Westward,3,0.99,86,19.99,G,Action,0.99,1,6,16,2,6,16,22,0,Alexander Fennell
375,Casablanca Super,6,4.99,85,22.99,G,Travel,4.99,1,6,17,18,6,23,13,5,Alexander Fennell
376,Greedy Roots,7,0.99,166,14.99,R,Drama,2.99,1,6,19,8,6,28,5,8,Alexander Fennell
377,Robbers Joon,7,2.99,102,26.99,PG-13,Children,2.99,1,6,20,9,6,24,5,3,Alexander Fennell
378,Lies Treatment,7,4.99,147,28.99,NC-17,Drama,6.99,1,6,21,7,6,30,2,8,Alexander Fennell
379,Groundhog Uncut,6,4.99,139,26.99,PG-13,Comedy,4.99,1,6,16,6,6,19,3,2,Mario Cheatham
380,Kissing Dolls,3,4.99,141,9.99,R,Action,4.99,1,6,18,10,6,21,4,2,Mario Cheatham
381,Reunion Witches,3,0.99,63,26.99,R,Drama,5.99,1,6,15,5,6,23,2,7,Leroy Bustamante
382,Hunger Roof,6,0.99,105,21.99,G,Foreign,0.99,1,6,15,13,6,21,13,6,Leroy Bustamante
383,Details Packer,4,4.99,88,17.99,R,Games,8.99,1,6,16,3,6,24,21,8,Leroy Bustamante
384,Perfect Groove,7,2.99,82,17.99,PG-13,Comedy,2.99,1,6,16,18,6,21,13,4,Leroy Bustamante
385,Grease Youth,7,0.99,135,20.99,G,Family,2.99,1,6,20,0,6,29,1,9,Francisco Skidmore
386,Snowman Rollercoaster,3,0.99,62,27.99,G,Animation,0.99,1,6,15,4,6,16,7,1,Marcus Hidalgo
387,Hanky October,5,2.99,107,26.99,NC-17,Sci-Fi,3.99,1,6,15,16,6,21,20,6,Marcus Hidalgo
388,Impact Aladdin,6,0.99,180,20.99,PG-13,Music,1.99,1,6,15,18,6,22,22,7,Marcus Hidalgo
389,House Dynamite,7,2.99,109,13.99,R,Family,4.99,1,6,19,2,6,28,5,9,Marcus Hidalgo
390,Calendar Gunfight,4,4.99,120,22.99,NC-17,Foreign,7.99,1,6,21,7,6,28,6,6,Marcus Hidalgo
391,Searchers Wait,3,2.99,182,22.99,NC-17,Comedy,5.99,1,6,21,16,6,27,17,6,Marcus Hidalgo
392,Hotel Happiness,6,4.99,181,28.99,PG-13,Foreign,4.99,0,6,18,4,6,19,8,1,Theodore Culp
393,Sundance Invasion,5,0.99,92,21.99,NC-17,Children,3.99,0,6,18,10,6,26,6,7,Theodore Culp
394,Trip Newton,7,4.99,64,14.99,PG-13,Action,6.99,0,6,19,0,6,28,4,9,Theodore Culp
395,Pacific Amistad,3,0.99,144,27.99,G,Documentary,0.99,0,6,19,14,6,21,16,2,Theodore Culp
396,Idols Snatchers,5,2.99,84,29.99,NC-17,Children,2.99,0,6,20,13,6,25,16,5,Theodore Culp
397,Loathing Legally,4,0.99,140,29.99,R,Classics,0.99,0,6,20,21,6,22,20,1,Theodore Culp
398,Kwai Homeward,5,0.99,46,25.99,PG-13,Drama,0.99,1,6,15,4,6,16,2,0,Clifford Bowens
399,Grit Clockwork,3,0.99,137,21.99,PG,Games,2.99,1,6,17,4,6,22,7,5,Clifford Bowens
400,Eagles Panky,4,4.99,140,14.99,NC-17,New,4.99,1,6,17,13,6,18,18,1,Clifford Bowens
401,Coldblooded Darling,7,4.99,70,27.99,G,Sci-Fi,4.99,1,6,18,7,6,25,8,7,Clifford Bowens
402,Gleaming Jawbreaker,5,2.99,89,25.99,NC-17,Sports,5.99,1,6,15,10,6,23,6,7,Miguel Betancourt
403,Sting Personal,3,4.99,93,9.99,NC-17,New,7.99,1,6,16,21,6,22,3,5,Miguel Betancourt
404,Jumping Wrath,4,0.99,74,18.99,NC-17,Children,0.99,1,6,19,13,6,23,13,3,Miguel Betancourt
405,Destination Jerk,3,0.99,76,19.99,PG-13,Drama,3.99,1,6,21,2,6,27,5,6,Miguel Betancourt
406,Virgin Daisy,6,4.99,179,29.99,PG-13,Drama,5.99,1,6,21,11,6,28,9,6,Miguel Betancourt
407,Open African,7,4.99,131,16.99,PG,Sci-Fi,4.99,1,6,15,9,6,18,10,3,Oscar Aquino
408,Shootist Superfly,6,0.99,67,22.99,PG-13,Drama,0.99,1,6,18,12,6,24,14,6,Oscar Aquino
409,Drums Dynamite,6,0.99,96,11.99,PG,Horror,2.99,1,6,20,7,6,28,10,8,Oscar Aquino
410,Armageddon Lost,5,0.99,99,10.99,G,Sci-Fi,4.99,1,6,16,8,6,25,7,8,Jay Robb
411,Mars Roman,6,0.99,62,21.99,NC-17,Games,0.99,1,6,16,16,6,22,18,6,Jay Robb
412,Roxanne Rebel,5,0.99,171,9.99,R,Games,2.99,1,6,17,5,6,24,4,6,Jay Robb
413,Drums Dynamite,6,0.99,96,11.99,PG,Horror,0.99,1,6,18,6,6,22,10,4,Jay Robb
414,Durham Panky,6,4.99,154,14.99,R,Sports,4.99,1,6,18,23,6,24,18,5,Jay Robb
415,Necklace Outbreak,3,0.99,132,21.99,PG,Drama,2.99,1,6,19,8,6,24,3,4,Jay Robb
416,Brotherhood Blanket,3,0.99,73,26.99,R,Documentary,4.99,1,6,20,21,6,27,19,6,Jay Robb
417,Neighbors Charade,3,0.99,161,20.99,R,Sports,0.99,1,6,15,2,6,16,21,1,Jim Rea
418,Dracula Crystal,7,0.99,176,26.99,G,Classics,0.99,1,6,17,0,6,22,19,5,Jim Rea
419,American Circus,3,4.99,129,17.99,R,Action,6.99,1,6,17,7,6,22,11,5,Jim Rea
420,Intrigue Worst,6,0.99,181,10.99,G,Foreign,1.99,1,6,19,11,6,26,14,7,Jim Rea
421,Gorgeous Bingo,4,2.99,108,26.99,R,Children,3.99,1,6,20,3,6,25,6,5,Jim Rea
422,Cheaper Clyde,6,0.99,87,23.99,G,Sci-Fi,0.99,1,6,20,4,6,24,1,3,Jim Rea
423,Redemption Comforts,3,2.99,179,20.99,NC-17,New,6.99,1,6,21,8,6,28,7,6,Jim Rea
424,Jekyll Frogmen,4,2.99,58,22.99,PG,New,4.99,1,6,15,2,6,21,0,5,Tom Milner
425,Giant Troopers,5,2.99,102,10.99,R,Children,5.99,1,6,15,22,6,23,18,7,Tom Milner
426,Caddyshack Jedi,3,0.99,52,17.99,NC-17,Action,3.99,1,6,16,20,6,22,1,5,Tom Milner
427,Rear Trading,6,0.99,97,23.99,NC-17,Action,0.99,1,6,18,5,6,20,6,2,Tom Milner
428,Mermaid Insects,5,4.99,104,20.99,NC-17,Sports,4.99,1,6,18,6,6,20,6,2,Tom Milner
429,Goldmine Tycoon,6,0.99,153,20.99,R,Sci-Fi,0.99,1,6,18,23,6,21,4,2,Tom Milner
430,Silence Kane,7,0.99,67,23.99,R,Music,0.99,1,6,19,10,6,25,8,5,Tom Milner
431,Monsoon Cause,6,4.99,182,20.99,PG,Games,5.99,1,6,19,23,6,26,4,6,Calvin Martel
432,Massage Image,4,2.99,161,11.99,PG,Animation,7.99,1,6,19,23,6,28,0,8,Calvin Martel
433,Dogma Family,5,4.99,122,16.99,G,Animation,4.99,1,6,20,1,6,25,5,5,Calvin Martel
434,Holiday Games,7,4.99,78,10.99,PG-13,Foreign,4.99,1,6,16,9,6,17,10,1,Alex Gresham
435,Kissing Dolls,3,4.99,141,9.99,R,Action,7.99,1,6,16,23,6,22,2,5,Alex Gresham
436,Anonymous Human,7,0.99,179,12.99,NC-17,Sports,1.99,1,6,17,1,6,25,2,8,Alex Gresham
437,Casablanca Super,6,4.99,85,22.99,G,Travel,4.99,1,6,17,7,6,19,1,1,Alex Gresham
438,Hysterical Grail,5,4.99,150,19.99,PG,Sports,5.99,1,6,17,14,6,23,16,6,Alex Gresham
439,Saturn Name,7,4.99,182,18.99,R,Comedy,5.99,1,6,18,0,6,26,20,8,Alex Gresham
440,Half Outfield,6,2.99,146,25.99,PG-13,Family,2.99,1,6,18,18,6,21,18,3,Alex Gresham
441,Head Stranger,4,4.99,69,28.99,R,Games,9.99,1,6,19,11,6,28,12,9,Alex Gresham
442,Barbarella Streetcar,6,2.99,65,27.99,G,Sci-Fi,2.99,1,6,21,1,6,25,6,4,Alex Gresham
443,Enemy Odds,5,4.99,77,23.99,NC-17,Music,4.99,1,6,21,12,6,23,6,1,Alex Gresham
444,Polish Brooklyn,6,0.99,61,12.99,PG,Children,1.99,1,6,15,15,6,22,9,6,Jon Wiles
445,Translation Summer,4,0.99,168,10.99,PG-13,Drama,1.99,1,6,16,20,6,21,20,4,Jon Wiles
446,Disturbing Scarface,6,2.99,94,27.99,R,Sci-Fi,2.99,1,6,17,4,6,21,1,3,Jon Wiles
447,Jawbreaker Brooklyn,5,0.99,118,15.99,PG,Music,0.99,1,6,18,12,6,21,10,2,Jon Wiles
448,Contact Anonymous,7,2.99,166,10.99,PG-13,Travel,2.99,1,6,15,8,6,19,5,3,Ronnie Ricketts
449,Unforgiven Zoolander,7,0.99,129,15.99,PG,Sci-Fi,0.99,1,6,16,13,6,21,16,5,Ronnie Ricketts
450,Flash Wars,3,4.99,123,21.99,NC-17,New,5.99,1,6,17,19,6,21,21,4,Ronnie Ricketts
451,Bingo Talented,5,2.99,150,22.99,PG-13,Sci-Fi,6.99,1,6,17,22,6,26,17,8,Ronnie Ricketts
452,Heavenly Gun,5,4.99,49,13.99,NC-17,Music,4.99,1,6,18,1,6,23,23,5,Ronnie Ricketts
453,Towers Hurricane,7,0.99,144,14.99,NC-17,Classics,0.99,1,6,18,16,6,23,20,5,Ronnie Ricketts
454,Blues Instinct,5,2.99,50,18.99,G,Family,2.99,1,6,19,4,6,23,23,4,Ronnie Ricketts
455,Reds Pocus,7,4.99,182,23.99,PG-13,Music,4.99,1,6,15,19,6,19,0,3,Bill Gavin
456,Outfield Massacre,4,0.99,129,18.99,NC-17,Music,0.99,1,6,16,15,6,17,14,0,Bill Gavin
457,Taxi Kick,4,0.99,64,23.99,PG-13,Music,0.99,1,6,17,13,6,19,10,1,Bill Gavin
458,Opus Ice,5,4.99,102,21.99,R,Foreign,7.99,1,6,18,0,6,26,0,8,Bill Gavin
459,Scorpion Apollo,3,4.99,137,23.99,NC-17,Drama,4.99,1,6,19,11,6,21,17,2,Bill Gavin
460,Rush Goodfellas,3,0.99,48,20.99,PG,Family,3.99,1,6,19,17,6,25,22,6,Bill Gavin
461,Story Side,7,0.99,163,27.99,R,Action,0.99,1,6,19,19,6,22,23,3,Bill Gavin
462,Jade Bunch,6,2.99,174,21.99,NC-17,Sports,2.99,1,6,20,17,6,26,13,5,Bill Gavin
463,Primary Glass,7,0.99,53,16.99,G,Action,2.99,1,6,20,22,6,29,20,8,Bill Gavin
464,Halloween Nuts,6,2.99,47,19.99,PG-13,Documentary,5.99,1,6,19,8,6,28,3,8,Lloyd Dowd
465,Vietnam Smoochy,7,0.99,174,27.99,PG-13,Drama,0.99,1,6,21,8,6,22,13,1,Lloyd Dowd
466,Bonnie Holocaust,4,0.99,63,29.99,G,Documentary,0.99,1,6,17,2,6,18,7,1,Tommy Collazo
467,Lucky Flying,7,2.99,97,10.99,PG-13,Music,2.99,1,6,17,9,6,23,14,6,Tommy Collazo
468,Lola Agent,4,4.99,85,24.99,PG,Horror,4.99,1,6,17,16,6,19,13,1,Tommy Collazo
469,Hills Neighbors,5,0.99,93,29.99,G,Action,0.99,1,6,20,2,6,23,6,3,Tommy Collazo
470,Mod Secretary,6,4.99,77,20.99,NC-17,Documentary,4.99,1,6,20,12,6,23,18,3,Tommy Collazo
471,Personal Ladybugs,3,0.99,118,19.99,PG-13,Music,0.99,1,6,20,12,6,23,10,2,Tommy Collazo
472,Range Moonwalker,3,4.99,147,25.99,PG,Family,9.99,1,6,21,2,6,29,7,8,Tommy Collazo
